ed_id,ed_name,county,population_2006,score_2016,decile_2016,population_2011,score_2011,decile_2011,population_2016,score_2016,decile_2016
E08034,Moyanna,Laois,272,-1.99604708,1,347,-1.743257203,1,380,-2.043476378,1
E08035,Rathaspick,Laois,231,-0.087044155,7,256,-0.228414154,6,239,-0.546957771,5
E08036,Stradbally,Laois,1554,0.6544906,8,1626,1.149473011,9,1807,1.211156849,9
E08037,Tankardstown,Laois,316,-1.406279804,2,347,-1.435885771,2,368,-1.225723692,2
E08038,Timogue,Laois,343,-1.794772135,1,343,-1.123756862,3,356,-1.618583559,1
E08039,Vicarstown,Laois,185,-0.612828144,5,206,-0.848257585,4,192,-1.129804583,3
E08040,Arderin,Laois,212,-0.664827623,5,232,0.962282625,9,279,0.04680256,7
E08041,Ballybrittas,Laois,768,-1.548408156,1,1205,-1.665122046,1,1283,-1.648231521,1
E08042,Ballycarroll,Laois,243,-0.955360968,3,300,-1.136618513,3,337,-0.741109482,4
E08043,Ballyfin,Laois,583,-0.941076022,4,633,-1.655369155,1,661,-1.502476757,1
E08044,Borris,Laois,887,0.730716175,8,1533,1.836800146,9,1686,2.681526849,10
E08045/08046,Brisha/Cappard,Laois,309,-0.375721855,6,311,0.434021085,8,321,-0.273820327,6
E08047,Cappalough,Laois,320,-0.759386087,4,343,-1.180899625,3,340,-1.02711337,3
E08048,Cardtown,Laois,162,-0.674008004,5,176,-0.117020235,6,171,-0.370149144,6
E08049,Castlecuffe,Laois,389,-0.659406712,5,393,0.043083548,7,399,-0.914452861,4
E08050,Clonaslee,Laois,862,1.072863925,9,895,1.324827613,9,939,1.926169311,9
E08051,Clondarrig,Laois,531,-1.028488775,3,1503,1.951831762,9,1872,1.267774942,9
E08052,Clonin,Laois,203,0.771397927,8,233,0.297263293,7,227,0.157005289,7
E08053,Coolrain,Laois,271,-0.391014917,6,308,-0.247816865,6,300,0.175888881,7
E08054,Dangans,Laois,1012,2.237162017,10,1553,3.012291537,10,1660,3.131454143,10
E08055,Emo,Laois,1038,-1.13318817,3,1269,-0.501611629,5,1252,-0.98282001,3
E08056,Garrymore,Laois,180,-1.384080333,2,250,-1.033428415,3,235,-1.650198613,1
E08057,Graigue,Laois,206,0.008638585,7,182,-0.294338302,6,183,-0.248564713,6
E08058,Jamestown,Laois,418,-1.621237189,1,440,-1.389534247,2,465,-1.760346537,1
E08059,Kilcolmanbane,Laois,560,-1.620372466,1,661,-1.483451352,2,642,-1.617994173,1
E08060,Kilmullen,Laois,521,-1.464717988,1,556,-1.549987574,1,564,-1.153610721,3
E08061,Kilmurry,Laois,211,-1.142850077,3,256,-0.859825803,4,267,-1.187301204,2
E08062,Lacka,Laois,279,0.073249086,7,261,-0.948629963,3,256,-0.518808909,5
E08063,Marymount,Laois,129,-1.103294643,3,137,-0.270541552,6,138,-0.198431065,6
E08064,Meelick,Laois,294,-0.822540631,4,379,0.669653066,8,419,0.622639202,8
E08065,Mountmellick Rural,Laois,997,-1.154338492,3,982,-0.971922974,3,974,-0.838260114,4
E08066,Mountmellick Urban,Laois,2872,1.472960775,9,2998,2.068129674,10,2994,2.578010519,10
E08067,Mountrath,Laois,1885,2.146334141,10,2260,2.994520366,10,2378,3.04718788,10
E08068,Nealstown,Laois,79,-0.746098636,4,90,-1.757611302,1,89,-0.602973262,5
E08069,O'More's Forest,Laois,436,-1.60937285,1,463,-1.374994638,2,492,-1.389011426,2
E08070,Portarlington South,Laois,5049,1.11469454,9,6547,1.521781552,9,7138,1.337665909,9
E08071,Portlaoighise (Maryborough) Rural,Laois,11075,0.791280851,8,14676,1.287400145,9,16105,1.618735046,9
E08072,Portlaoighise (Maryborough) Urban,Laois,3281,1.989719134,9,3639,2.806603272,10,3878,3.504041788,10
E08073,Rearymore,Laois,259,-0.878551821,4,287,-0.697324349,4,286,-0.549384735,5
E08074,Rosenallis,Laois,428,-1.129714248,3,469,-0.447873588,5,425,-0.920394165,4
E08075,Sallyford,Laois,507,-1.547891444,1,577,-1.137879938,3,572,-0.885135844,4
E08076,Shaen,Laois,875,-1.174667077,3,894,-1.276369322,2,922,-0.873361658,4
E08077,Tinnahinch,Laois,151,0.513012778,8,175,-0.556053749,5,165,-0.530698926,5
E08078,Trumra,Laois,249,-0.184784223,6,229,0.272021888,7,231,-0.530339001,5
E08079,Ballybrophy,Laois,162,-0.649378496,5,200,-1.492082608,2,192,-1.366160048,2
E08080,Borris-in-Ossory,Laois,800,1.383834242,9,805,1.936319042,9,832,1.293803011,9
E08081,Clonmore,Laois,199,-0.278285633,6,208,-0.069839387,7,211,0.030700627,7
E08082,Errill,Laois,377,0.992359082,9,405,1.379022868,9,407,1.408998194,9
E08083,Kyle,Laois,248,-0.266477405,6,244,-0.263133639,6,235,-0.165821832,6
E08084,Kyle South,Laois,282,-0.83174746,4,281,-1.203106824,2,291,-1.027509813,3
E08085,Moneenalassa,Laois,141,-0.585958639,5,141,0.1598617,7,150,0.016177213,7
E08086,Moneymore,Laois,122,-0.213400426,6,134,-0.880452083,4,138,-0.458161789,5
E08087,Rathsaran,Laois,493,-1.079296078,3,559,0.15434393,7,591,0.028847388,7
E08088,Ardough,Laois,295,-0.556345911,5,343,-0.908013532,3,345,-0.831006313,4
E08089,Arless,Laois,366,0.006088793,7,421,0.089918761,7,421,0.46343542,8
E08090,Ballickmoyler,Laois,544,-0.825646423,4,615,-0.569365114,5,651,-0.645188967,5
E08091,Ballylehane,Laois,172,-0.329558823,6,174,-0.714081503,4,166,-1.219931484,2
E08092,Doonane,Laois,550,2.35100347,10,751,2.795277692,10,771,2.796692374,10
E08093,Farnans,Laois,163,0.34057119,8,179,0.359529178,8,186,-0.291224266,6
E08094,Graigue Rural,Laois,3120,0.126997188,7,4543,0.721153691,8,4786,0.628333979,8
E08095,Newtown,Laois,311,0.28143575,8,319,0.4144093,8,306,-0.056129451,7
E08096,Rossmore,Laois,423,-1.263229786,2,460,-1.248382399,2,455,-1.249234659,2
E08097,Shrule,Laois,290,0.329697377,8,308,-0.044832831,7,305,-0.526696797,5
E08098,Turra,Laois,348,-0.680222911,5,370,-0.465671525,5,362,-0.713137197,5
E09001,Longford No. 1 Urban,Longford,3134,6.5493676,10,3163,6.856743074,10,3592,8.058098147,10
E09002,Longford No. 2 Urban,Longford,794,-0.498773521,5,943,0.337129314,8,1029,0.114163852,7
E09003,Agharra,Longford,357,0.244912084,7,456,-0.546621167,5,444,-0.711370429,5
E09004,Ballymahon,Longford,1802,2.0554212,10,2327,2.013805476,9,2674,2.911283188,10
E09005,Cashel East,Longford,312,0.599549615,8,323,1.569595786,9,302,1.00257249,9
E09006,Cashel West,Longford,547,-0.990910522,3,572,-0.001514595,7,589,-0.820529596,4
E09007,Doory,Longford,416,0.179176398,7,457,-0.120937728,6,424,-0.55133579,5
E09008,Forgney,Longford,446,-1.050629157,3,497,-0.699415944,4,491,-0.67593647,5
E09009,Foxhall,Longford,510,5.276956562,10,525,4.188714666,10,528,3.699225157,10
E09010,Kilcommock,Longford,595,1.149637323,9,953,2.391600543,10,1062,1.788034691,9
E09011,Kilglass,Longford,617,-0.335728164,6,707,0.136153039,7,709,0.578333017,8
E09012,Ledwithstown,Longford,285,0.074376715,7,356,0.887050751,8,363,1.079141499,9
E09013,Abbeylara,Longford,314,0.754968259,8,340,1.364985366,9,298,0.853783239,8
E09014,Ballinalee,Longford,453,0.840416627,8,598,1.034917746,9,625,0.699568294,8
E09015,Ballymuigh,Longford,246,-0.1342726,7,252,0.206780026,7,250,0.351057186,8
E09016,Bunlahy,Longford,167,-0.23274048,6,188,0.436632979,8,195,0.336879354,8
E09017,Columbkille,Longford,605,-0.644467799,5,597,-0.792161735,4,592,-0.130594304,6
E09018,Coolamber,Longford,321,-0.183506873,6,371,-1.253222141,2,382,-1.174290038,2
E09019,Creevy,Longford,344,-1.01317067,3,313,-0.575763606,5,308,-0.59219417,5
E09020,Crosagstown,Longford,217,0.073247625,7,241,-0.878529222,4,247,-0.346154914,6
E09021,Currygrane,Longford,125,-0.541815445,5,128,-1.064464359,3,139,-0.970298806,3
E09022,Dalystown,Longford,175,-0.29412923,6,188,-0.759594235,4,196,-0.492183469,5
E09023,Drummeel,Longford,127,1.346446084,9,138,-0.407181521,5,116,-0.713244267,5
E09024/09035,Firry/Newgrove,Longford,221,-0.452250592,5,217,0.084329524,7,196,-0.203901958,6
E09025,Gelshagh,Longford,319,-1.032349764,3,338,-0.928477047,3,351,-0.758211328,4
E09026,Granard Rural,Longford,300,-0.043578939,7,296,-0.001955589,7,301,-0.109978781,7
E09027,Granard Urban,Longford,933,2.447397529,10,1021,3.039345575,10,1096,3.652186754,10
E09028,Knockanbaun,Longford,146,-0.257805431,6,151,-0.639181458,5,169,-0.719216983,4
E09029,Lislea,Longford,152,0.147550349,7,139,-0.048761036,7,145,0.179555991,7
E09030,Meathas Truim,Longford,1544,4.769358426,10,2008,3.762104707,10,2335,4.208584825,10
E09031,Milltown,Longford,351,0.155696085,7,377,1.110326439,9,344,0.125818533,7
E09032,Moatfarrell,Longford,187,0.180848033,7,218,-0.697917749,4,217,-1.165312205,2
E09033,Moyne,Longford,305,-0.326608725,6,315,-0.108715484,6,326,-0.817204501,4
E09034,Mullanalaghta,Longford,295,-0.742541062,4,299,-0.630135644,5,298,-0.690585178,5
E09036,Sonnagh,Longford,286,-0.780442571,4,285,0.66070697,8,245,-0.698297722,5
E09037,Aghaboy,Longford,596,0.493981047,8,684,0.342111711,8,681,0.464268737,8
E09038,Ardagh East,Longford,568,-0.723876321,4,613,-1.00071252,3,670,-0.410703461,6
E09039,Ardagh West,Longford,439,-0.474341199,5,460,-0.8007501,4,450,-0.824353156,4
E09040,Ballinamuck East,Longford,474,-0.360828533,6,546,0.481426422,8,599,0.62319383,8
E09041,Ballinamuck West,Longford,441,-0.521212786,5,501,0.503482214,8,437,0.320000502,8
E09042,Breanrisk,Longford,711,0.276441924,8,816,0.468921351,8,839,0.352725174,8
E09043,Caldragh,Longford,1596,-0.677193139,5,2061,-0.88864919,4,2172,-0.387102433,6
E09044,Cloondara,Longford,575,-0.682242355,5,616,-0.612238336,5,687,-0.583543835,5
E09045,Cloonee,Longford,679,-0.885822992,4,727,-0.727522287,4,738,-0.714927066,5
E09046,Corboy,Longford,381,-0.896011951,4,399,-1.355657311,2,388,-0.479297016,5
E09047,Drumgort,Longford,435,-0.686245795,5,428,-0.115297436,6,422,-0.870714054,4
E09048,Drumlish,Longford,935,0.684290558,8,1387,1.101333658,9,1475,0.712732738,8
E09049,Killashee,Longford,284,-0.105088769,7,432,2.120071014,10,437,1.726427366,9
E09050,Killoe,Longford,302,-0.209376674,6,293,-0.616954437,5,274,0.09929865,7
E09051,Longford Rural,Longford,5053,2.92221526,10,5492,3.1655624,10,5704,3.57613028,10
E09052,Mountdavis,Longford,204,-0.010261343,7,250,-0.941844168,3,252,-1.12571502,3
E09053,Moydow,Longford,589,-0.519813069,5,668,-0.619409343,5,730,-0.713282282,5
E09054,Newtown Forbes,Longford,892,0.45338181,8,902,1.378180749,9,897,2.054576707,9
E09055,Rathcline,Longford,1289,0.527529585,8,1428,0.780337212,8,1443,0.746276075,8
E10001,Fair Gate,Louth,9783,2.961736985,10,9806,2.963995701,10,10424,2.841168814,10
E10002,St. Laurence Gate,Louth,3801,0.644893683,8,4004,0.836729117,8,4068,0.587677775,8
E10003,West Gate,Louth,5899,2.998127134,10,6042,3.037508826,10,6305,3.207946919,10
E10004,Dundalk Urban No. 1,Louth,2190,4.054092044,10,2148,3.368409483,10,2176,3.684740865,10
E10005,Dundalk Urban No. 2,Louth,1211,3.890833779,10,1169,3.970634149,10,1140,4.241783722,10
E10006,Dundalk Urban No. 3,Louth,1347,1.961452573,9,1449,0.995820221,9,1710,1.684137653,9
E10007,Dundalk Urban No. 4,Louth,6677,1.163152533,9,6039,1.288104643,9,6130,1.380132088,9
E10008,Ardee Rural,Louth,2626,-0.931250177,4,2875,-0.804609924,4,2935,-1.041523276,3
E10009,Ardee Urban,Louth,4301,1.819394579,9,4554,2.523275517,10,4919,2.386298668,10
E10010,Castlebellingham,Louth,1371,1.71709569,9,1617,0.915748386,8,1716,0.866471923,8
E10011,Clonkeen,Louth,545,-0.947033203,3,648,-0.624161046,5,677,-0.809198694,4
E10012,Collon,Louth,1380,-0.992759599,3,1770,0.009911649,7,1881,-0.203391235,6
E10013,Dromin,Louth,535,-1.434904849,2,610,-1.098042938,3,626,-1.76306644,1
E10014,Dromiskin,Louth,1935,-0.058823625,7,2187,-0.061229494,7,2229,-0.12124456,7
E10015,Drumcar,Louth,1385,-0.107981565,7,1526,-0.538151659,5,1447,-0.495794768,5
E10016,Dunleer,Louth,2340,0.836044123,8,2796,0.88205746,8,2855,0.361058008,8
E10017,Stabannan,Louth,590,-1.192931741,3,620,-1.179005238,3,619,-1.576822682,1
E10018,Tallanstown,Louth,968,1.55909361,9,1059,1.541467656,9,1036,0.509472889,8
E10019,Ballymascanlan,Louth,2016,-0.807680256,4,2213,-0.95774684,3,2200,-1.310663921,2
E10020,Barronstown,Louth,647,-1.080548937,3,744,-1.611296251,1,747,-1.258848084,2
E10021,Carlingford,Louth,1384,0.307815349,8,1801,0.9438071,8,2185,0.688141622,8
E10022,Castlering,Louth,935,-1.140716974,3,1012,-1.575843514,1,1031,-1.376111094,2
E10023,Castletown,Louth,3939,2.776412848,10,4210,2.608090209,10,4264,2.651900395,10
E10024,Creggan Upper,Louth,684,-0.446698563,6,787,-0.335727667,6,846,-0.497610465,5
E10025,Darver,Louth,562,-0.793514019,4,568,-0.373796264,6,675,-1.267571659,2
E10026,Drummullagh,Louth,1120,0.644477209,8,1257,0.350977557,8,1356,0.727155033,8
E10027,Dundalk Rural,Louth,15534,2.810721145,10,18160,2.590234321,10,19265,2.942163276,10
E10028,Faughart,Louth,905,-0.730723162,4,991,-0.114865433,6,953,-0.514849109,5
E10029,Greenore,Louth,979,-0.580612041,5,1169,-0.428041015,5,1200,-0.537101933,5
E10030,Haggardstown,Louth,5864,-1.128305142,3,6390,-1.231141028,2,6932,-0.848956915,4
E10031,Jenkinstown,Louth,948,-0.833083502,4,1173,-1.214981009,2,1281,-1.239905938,2
E10032,Killanny,Louth,683,0.014603538,7,799,-0.374771446,6,820,-0.930061735,3
E10033,Louth,Louth,1308,-0.610843525,5,1505,0.269989762,7,1573,0.114191508,7
E10034,Mansfieldstown,Louth,640,-1.167504273,3,807,-0.718707533,4,857,-0.858165789,4
E10035,Rathcor,Louth,1203,-0.256545873,6,1352,-0.46037984,5,1374,-0.442050303,6
E10036,Ravensdale,Louth,982,-0.794871048,4,1018,-1.112500631,3,1016,-1.245338468,2
E10037,Clogher,Louth,2494,-0.148132286,6,3031,0.327614834,7,3237,0.256921437,7
E10038,Dysart,Louth,777,-0.982321649,3,918,-1.236733908,2,924,-1.353779193,2
E10039,Monasterboice,Louth,1164,-1.701858191,1,1342,-1.494070925,2,1373,-1.706159271,1
E10040,Mullary,Louth,1528,-1.349115191,2,1723,-1.515675382,2,1757,-1.681153554,1
E10041,St. Peter's,Louth,7482,0.638891286,8,9151,0.961060693,9,9721,1.026404219,9
E10042,Termonfeckin,Louth,2575,-1.113421385,3,3294,-0.513019855,5,3545,-0.881673618,4
E10047,St. Mary's (part),Louth,6030,1.709554145,9,6563,1.932138315,9,6859,2.126982068,10
E11001,Ceannanus Mór (Kells) Urban,Meath,2046,3.776207926,10,2003,4.722418959,10,2133,4.907708595,10
E11002,Navan Urban,Meath,3166,2.060939245,10,3168,2.79567831,10,3619,3.001058946,10
E11003,Trim Urban,Meath,1170,0.811814153,8,1269,1.653031732,9,1386,1.723936159,9
E11004,Drumcondra,Meath,1291,-0.343232991,6,1290,0.641248775,8,1303,0.135216278,7
E11005,Grangegeeth,Meath,541,-0.532413078,5,594,-0.130244115,6,659,-0.201157045,6
E11006,Killary,Meath,1185,-0.49096349,5,1221,-0.320474305,6,1248,-0.527702677,5
E11007,Culmullin,Meath,1035,-1.797659004,1,1054,-1.66783939,1,1142,-1.907670571,1
E11008,Donaghmore,Meath,8408,-0.869959977,4,10994,-0.568996933,5,11758,-0.624286976,5
E11009,Dunboyne,Meath,8702,-1.17312125,3,9578,-1.159373744,3,10094,-1.225719582,2
E11010,Dunshaughlin,Meath,5245,-1.360758649,2,5676,-1.236182706,2,5840,-1.238144934,2
E11011,Kilbrew,Meath,2670,-1.139539104,3,3025,-1.194510479,3,3635,-1.120921983,3
E11012,Killeen,Meath,1072,-1.399638799,2,1091,-1.000995523,3,1160,-1.150797642,3
E11013,Kilmessan,Meath,1162,-1.181597948,3,1388,-1.297491929,2,1560,-1.136822353,3
E11014,Kilmore,Meath,1427,-1.51914593,1,1507,-1.454012875,2,1589,-1.678851518,1
E11015,Rathfeigh,Meath,912,-1.353326918,2,990,-1.758743048,1,988,-1.73941997,1
E11016,Ratoath,Meath,8805,-1.907226512,1,10561,-1.810468083,1,11082,-1.748522602,1
E11017,Rodanstown,Meath,1068,-1.855535492,1,1039,-1.871109413,1,1123,-1.786929076,1
E11018,Skreen,Meath,1403,-1.287390974,2,1448,-1.374628907,2,1481,-1.460620373,2
E11019,Ardagh,Meath,644,-0.013749825,7,680,0.887336698,8,644,0.077647515,7
E11020,Ballinlough,Meath,175,-1.317756065,2,223,-0.596774054,5,215,-1.05287937,3
E11021,Balrathboyne,Meath,423,-1.195165414,2,500,0.559150926,8,526,-0.15203962,6
E11022,Boherboy,Meath,302,-1.467524177,1,297,-0.799590558,4,317,-0.8933106,4
E11023,Burry,Meath,231,-1.090147648,3,266,-1.17054357,3,272,-1.353626204,2
E11024,Carrickleck,Meath,456,-0.637504366,5,473,-0.216022175,6,458,-0.329717379,6
E11025,Castlekeeran,Meath,390,-0.841268801,4,466,0.464648492,8,480,0.684816161,8
E11026,Ceannanus Mór (Kells) Rural,Meath,3876,-0.221706943,6,4468,-0.076618184,7,4653,-0.079540013,7
E11027,Cruicetown,Meath,362,-0.937814704,4,366,-0.08984076,7,402,-1.026922888,3
E11028,Girley,Meath,346,-0.019632407,7,386,-0.063881841,7,364,-0.951060294,3
E11029,Kilmainham,Meath,741,0.497390106,8,761,1.203266231,9,778,0.644307632,8
E11030,Kilskeer,Meath,355,-1.152938828,3,387,-1.486111624,2,427,-0.904873068,4
E11031,Loughan,Meath,413,-0.897791709,4,405,-0.759212635,4,399,-0.505188738,5
E11032,Maperath,Meath,458,-1.41655877,2,479,-0.680036655,4,472,-0.981890922,3
E11033,Martry,Meath,642,-1.422168048,2,663,-0.733147122,4,708,-0.845132687,4
E11034,Moybolgue,Meath,213,-0.736486505,4,241,-0.85514558,4,245,-0.642209527,5
E11035,Moynalty,Meath,600,-0.395729928,6,609,-0.463869158,5,635,-0.218303475,6
E11036,Newcastle,Meath,407,-1.480274938,1,409,-1.143920426,3,442,-1.258907123,2
E11037,Newtown,Meath,609,0.470938993,8,886,0.209834195,7,911,0.255281615,7
E11038,Nobber,Meath,652,0.212976094,7,748,1.477992107,9,763,1.131124816,9
E11039,Posseckstown,Meath,172,-0.976854952,3,198,0.146570248,7,222,-0.738311371,4
E11040,Staholmog,Meath,396,-0.420826052,6,405,-0.398182193,5,408,0.005832796,7
E11041,Tailtin,Meath,938,-0.351696891,6,886,-0.922958977,3,913,-0.653806441,5
E11042,Trohanny,Meath,360,-0.518598159,5,328,-0.106487756,6,323,-0.176745298,6
E11043,Ardcath,Meath,1873,-0.447117999,6,1911,-0.461381462,5,1949,-0.391974167,6
E11044,Duleek,Meath,4366,0.638683175,8,5177,0.703537758,8,5565,0.653569706,8
E11045,Julianstown,Meath,8289,0.477580012,8,9606,-0.331507979,6,10176,-0.271090097,6
E11046,Mellifont,Meath,523,-1.234023604,2,561,-1.308789608,2,541,-1.249648764,2
E11047,St. Mary's (part),Meath,9044,-1.308791554,2,10769,-1.008537028,3,11864,-1.099876429,3
E11048,Stamullin,Meath,3844,-1.448683457,2,4696,-1.301624285,2,5009,-1.232322434,2
E11049,Ardbraccan,Meath,1909,-1.101670651,3,1977,-0.715333006,4,2076,-1.053255355,3
E11050,Ardmulchan,Meath,917,-1.884595666,1,949,-1.80332475,1,979,-1.582054785,1
E11051,Bective,Meath,1031,-1.185615235,3,1132,-1.045078016,3,1119,-1.29790625,2
E11052,Castletown,Meath,1007,0.268428607,8,1017,0.382617742,8,995,-0.113100268,7
E11053,Domhnach Phádraig,Meath,1640,-1.143063929,3,1741,-0.809129277,4,1800,-1.200965049,2
E11054,Kentstown,Meath,1727,-0.986255844,3,1958,-0.618648622,5,2152,-0.812950263,4
E11055,Navan Rural,Meath,23683,0.350445489,8,26657,0.725116894,8,28117,0.673881674,8
E11056,Painestown,Meath,1118,-1.310043044,2,1175,-0.719621536,4,1185,-0.918208247,4
E11057,Rathkenny,Meath,556,-1.065979593,3,618,-1.128442296,3,635,-1.597366231,1
E11058,Slane,Meath,1587,0.404920867,8,1834,0.410516173,8,1853,0.227966037,7
E11059,Stackallan,Meath,582,-0.925833486,4,620,-1.230876696,2,661,-1.172285716,2
E11060,Tara,Meath,1135,-1.672297617,1,1193,-1.642582541,1,1227,-1.839034691,1
E11061,Crossakeel,Meath,341,-0.150203434,6,465,-0.77629539,4,511,-0.522922641,5
E11062,Crosskeys,Meath,288,0.209000389,7,323,-0.358952708,6,325,-1.013730004,3
E11063,Killallon,Meath,227,-1.550737118,1,270,-1.484765602,2,301,-0.883697237,4
E11064,Killeagh,Meath,359,-0.113692699,7,382,-0.370263076,6,427,-0.653305514,5
E11065,Knocklough,Meath,188,-0.72514487,4,216,-1.512837306,2,212,-0.962209671,3
E11066,Moylagh,Meath,414,-0.536703861,5,416,-0.306952801,6,395,-0.127674772,7
E11067,Oldcastle,Meath,2230,1.481575604,9,2324,2.210746101,10,2297,1.853994812,9
E11068,Stonefield,Meath,232,-1.299012407,2,237,-1.167447254,3,216,-1.260295696,2
E11069,Ardnamullan,Meath,796,-0.116399921,7,842,0.917340391,8,864,0.584675118,8
E11070,Baile Átha Buí,Meath,2418,0.188201289,7,2531,1.258486646,9,2588,1.056302324,9
E11071,Ballyboggan,Meath,507,-0.704007548,5,536,-0.442096534,5,528,-0.629489909,5
E11072,Ballyconnell,Meath,712,-1.024559122,3,714,-0.649136314,5,743,-0.58591486,5
E11073,Castlejordan,Meath,481,0.079262862,7,471,0.131304988,7,427,0.212729912,7
E11074,Castlerickard,Meath,1361,-1.311626148,2,1852,-0.915220553,3,2122,-1.059674752,3
E11075,Cloghbrack,Meath,443,-0.455655169,5,503,-0.257263684,6,502,-0.569265734,5
E11076,Clonmacduff,Meath,433,-0.931344705,4,468,-1.322620396,2,480,-1.556059448,1
E11077,Gallow,Meath,864,-1.234304172,2,909,-1.428090761,2,961,-1.477417426,2
E11078,Galtrim,Meath,616,-1.333755322,2,666,-0.858482568,4,736,-1.253904815,2
E11079,Grennanstown,Meath,1102,-1.244018105,2,1201,-0.287216142,6,1259,-0.685928909,5
E11080,Hill of Down,Meath,469,-0.346705116,6,507,-0.448642431,5,550,-0.95793676,3
E11081,Innfield,Meath,3175,-0.886664095,4,4006,-0.447066878,5,4343,-0.716519236,4
E11082,Cill Bhríde,Meath,395,-1.511010437,1,450,-1.88425242,1,468,-1.377041762,2
E11083,Kilcooly,Meath,311,-1.561395335,1,323,-1.581963879,1,359,-0.893389729,4
E11084,Kildalky,Meath,1025,-1.078189295,3,1232,-0.464978453,5,1299,-0.606891723,5
E11085,Killaconnigan,Meath,1605,0.781169581,8,2094,1.019442538,9,2234,1.22716514,9
E11086,Killyon,Meath,558,-0.754489469,4,518,-0.710047227,4,532,-0.775052359,4
E11087,Laracor,Meath,526,-1.458614883,1,570,-1.204456776,2,631,-1.931153211,1
E11088,Rahinstown,Meath,482,-0.982437222,3,488,-0.950077545,3,496,-1.251394902,2
E11089,Rathmolyon,Meath,1181,-0.234105236,6,1330,-0.509195415,5,1407,-0.537190554,5
E11090,An Ráth Mhór,Meath,860,-0.998517903,3,970,-0.813806265,4,1024,-1.258663456,2
E11091,Summerhill,Meath,1205,-0.159424274,6,1299,0.77857758,8,1334,0.641772847,8
E11092,Trim Rural (part),Meath,6727,0.041979801,7,8005,-0.00450001,7,8793,-0.001837221,7
E12001,Birr Urban,Offaly,4091,2.376935039,10,4428,2.51414875,10,4415,2.751545955,10
E12002,Tullamore Urban,Offaly,10900,2.15854879,10,11346,2.660773789,10,11437,2.697513114,10
E12003,Ballycumber,Offaly,688,0.336470418,8,736,0.783203823,8,741,0.771661409,8
E12004,Banagher,Offaly,1950,1.399201605,9,1993,1.53889152,9,2106,1.811272427,9
E12005,Birr Rural,Offaly,1268,0.534850103,8,1288,0.671934528,8,1227,1.064003635,9
E12006,Broughal,Offaly,127,-0.759100243,4,120,-0.156079594,6,117,0.506857492,8
E12007,Cloghan,Offaly,854,1.148257592,9,983,1.524001393,9,980,1.469618918,9
E12008,Clonmacnoise,Offaly,321,-0.86646966,4,337,-0.786565765,4,341,-1.352032702,2
E12009,Derrinboy,Offaly,261,-1.870318703,1,300,-0.935546051,3,305,-0.589488907,5
E12010,Derryad,Offaly,255,-1.089876552,3,248,-0.432050007,5,252,-1.094630728,3
E12011,Doon,Offaly,423,-0.978763315,3,457,-1.240950422,2,465,-1.364184597,2
E12012,Dromoyle,Offaly,309,-1.399685119,2,323,-1.779466705,1,337,-0.894393021,4
E12013,Drumcullen,Offaly,333,-1.358324946,2,354,-1.52990192,2,397,-1.460953966,2
E12014,Eglish,Offaly,165,-0.971835471,3,145,-0.804292688,4,147,-1.135648363,3
E12015,Ferbane,Offaly,1170,-0.629940424,5,1222,-0.234676483,6,1223,-0.173241881,6
E12016,Gallen,Offaly,597,1.535839625,9,575,1.803480474,9,543,2.07729365,9
E12017,Hinds,Offaly,291,-0.256078601,6,309,-0.50825304,5,307,-1.061134158,3
E12018,Huntston,Offaly,369,-0.194323903,6,348,0.153236134,7,357,-0.762957955,4
E12019,Kilcolman,Offaly,356,-1.657733254,1,385,-1.547517263,1,377,-1.186223957,2
E12020,Kilcormac,Offaly,1288,1.098474012,9,1304,2.03506009,10,1385,2.273055208,10
E12021,Killyon,Offaly,255,-1.143925886,3,275,-0.949863389,3,258,-0.913477273,4
E12022,Kinnitty,Offaly,518,0.537769566,8,512,0.821494412,8,544,0.556941237,8
E12023,Knockbarron,Offaly,154,-1.156694792,3,174,-0.872222807,4,199,-1.071756488,3
E12024,Lea,Offaly,341,0.383993264,8,367,0.332155807,8,342,0.183351386,7
E12025,Letter,Offaly,156,-0.023129447,7,167,0.433687261,8,158,-1.104764049,3
E12026,Lumcloon,Offaly,368,2.08575936,10,360,1.418710024,9,349,0.887612455,9
E12027,Lusmagh,Offaly,506,-1.231855512,2,544,-0.482575942,5,538,-0.918179667,4
E12028,Mounterin,Offaly,211,-0.852424198,4,252,-1.083872875,3,249,-1.099529527,3
E12029,Moyclare,Offaly,591,-0.919437248,4,626,-1.15080135,3,635,-0.970940232,3
E12030,Seirkieran,Offaly,460,-1.006490668,3,490,-0.512076405,5,466,-0.97947046,3
E12031,Shannonbridge,Offaly,332,-0.222144312,6,299,-0.016727004,7,267,0.3282623,8
E12032,Shannonharbour,Offaly,321,-0.043542375,7,334,-0.963845539,3,324,-0.703273219,5
E12033,Srah,Offaly,737,1.625907656,9,733,2.033278396,10,704,2.056082673,9
E12035,Ballyburly,Offaly,1291,-0.069469978,7,1325,0.820606063,8,1364,0.915540931,9
E12036,Ballymacwilliam,Offaly,565,-1.164555606,3,646,-0.572042938,5,636,-0.522230532,5
E12037,Bracknagh,Offaly,942,-0.587073075,5,1012,-0.466534808,5,1050,-0.252000146,6
E12038,Clonbulloge,Offaly,709,0.443498967,8,745,-0.095070714,7,772,0.557805801,8
